0	285	0.0	0.0	0.0	0.0
1	352	0.0	0.0	0.0	0.0
2	622	0.0	0.0	0.0	0.0
3	736	0.0	0.0	0.0	0.0
4	445	0.0	0.0	0.0	0.0
5	652	0.0	0.0	0.0	0.0
6	375	0.0	0.0	0.0	0.0
8	400	0.0	0.0	0.0	0.0
9	133	0.0	0.0	0.0	0.0
10	620	0.0	0.0	0.0	0.0
11	220	0.0	0.0	0.0	0.0
13	826	0.2	0.2222222222222222	0.19489347589570705	0.06481481481481481
14	333	0.1	0.125	0.06084312777350539	0.0125
15	127	0.0	0.0	0.0	0.0
16	430	0.1	0.2	0.12752131071849734	0.06666666666666667
17	379	0.0	0.0	0.0	0.0
18	126	0.0	0.0	0.0	0.0
19	601	0.0	0.0	0.0	0.0
20	559	0.0	0.0	0.0	0.0
21	913	0.0	0.0	0.0	0.0
22	552	0.0	0.0	0.0	0.0
23	91	0.0	0.0	0.0	0.0
24	496	0.0	0.0	0.0	0.0
25	795	0.0	0.0	0.0	0.0
26	809	0.0	0.0	0.0	0.0
27	564	0.0	0.0	0.0	0.0
28	776	0.0	0.0	0.0	0.0
31	822	0.0	0.0	0.0	0.0
32	21	0.0	0.0	0.0	0.0
33	632	0.0	0.0	0.0	0.0
34	296	0.0	0.0	0.0	0.0
35	338	0.0	0.0	0.0	0.0
36	649	0.0	0.0	0.0	0.0
37	143	0.0	0.0	0.0	0.0
38	554	0.0	0.0	0.0	0.0
39	222	0.0	0.0	0.0	0.0
40	833	0.0	0.0	0.0	0.0
43	856	0.0	0.0	0.0	0.0
44	731	0.0	0.0	0.0	0.0
45	187	0.0	0.0	0.0	0.0
46	63	0.0	0.0	0.0	0.0
47	429	0.1	0.045454545454545456	0.06737216517720972	0.0125
48	508	0.0	0.0	0.0	0.0
49	755	0.0	0.0	0.0	0.0
50	207	0.0	0.0	0.0	0.0
51	746	0.0	0.0	0.0	0.0
52	935	0.0	0.0	0.0	0.0
53	735	0.1	0.125	0.06084312777350539	0.0125
55	869	0.0	0.0	0.0	0.0
56	410	0.0	0.0	0.0	0.0
57	596	0.1	0.1111111111111111	0.14009647902240552	0.1111111111111111
58	607	0.0	0.0	0.0	0.0
59	48	0.0	0.0	0.0	0.0
60	829	0.0	0.0	0.0	0.0
61	242	0.0	0.0	0.0	0.0
62	558	0.0	0.0	0.0	0.0
63	756	0.0	0.0	0.0	0.0
64	267	0.0	0.0	0.0	0.0
65	740	0.0	0.0	0.0	0.0
66	511	0.0	0.0	0.0	0.0
68	94	0.0	0.0	0.0	0.0
69	79	0.0	0.0	0.0	0.0
70	390	0.0	0.0	0.0	0.0
71	69	0.0	0.0	0.0	0.0
72	739	0.0	0.0	0.0	0.0
73	932	0.0	0.0	0.0	0.0
74	535	0.0	0.0	0.0	0.0
77	82	0.0	0.0	0.0	0.0
79	256	0.0	0.0	0.0	0.0
80	753	0.0	0.0	0.0	0.0
83	998	0.0	0.0	0.0	0.0
84	532	0.0	0.0	0.0	0.0
85	109	0.0	0.0	0.0	0.0
86	439	0.0	0.0	0.0	0.0
87	214	0.0	0.0	0.0	0.0
88	225	0.1	0.043478260869565216	0.10105824776581457	0.025
